
demoralise	-1.6	1.62481	[-2, -2, -2, -2, -3, 2, -2, -3, 1, -3]

denie	-1.9	0.53852	[-2, -3, -1, -2, -2, -1, -2, -2, -2, -2]

denier	-1.5	0.67082	[-1, -1, -1, -1, -2, -3, -2, -2, -1, -1]

negationnistes	-1.1	1.13578	[-2, 0, -2, -1, -3, 1, 0, -1, -2, -1]

denie	-1.8	0.6	[-1, -2, -1, -1, -2, -3, -2, -2, -2, -2]

denoncer	-1.4	0.91652	[-2, -1, -2, -1, 1, -2, -2, -1, -2, -2]

denonce	-1.9	0.7	[-1, -3, -2, -3, -2, -1, -2, -2, -2, -1]

Nier	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -1, -2]

nier	-1.4	0.4899	[-1, -1, -1, -2, -2, -2, -1, -2, -1, -1]

deprimer	-2.2	0.74833	[-2, -1, -3, -3, -2, -2, -3, -3, -1, -2]

depresseur	-1.6	1.11355	[-3, -1, 0, -1, 0, -2, -3, -1, -3, -2]

depresseurs	-1.6	0.91652	[-1, -1, -3, -3, -2, 0, -1, -2, -2, -1]

deprime	-2.3	0.45826	[-2, -2, -2, -2, -2, -3, -3, -3, -2, -2]

deprime	-2.2	0.6	[-2, -2, -2, -2, -3, -3, -1, -2, -3, -2]

abaissable	-1.7	0.78102	[-2, -1, 0, -3, -2, -2, -2, -1, -2, -2]

deprimant	-1.6	1.28062	[-2, -2, -2, 2, -3, -1, -2, -2, -2, -2]

deprimante	-2.3	0.45826	[-2, -3, -2, -2, -2, -3, -3, -2, -2, -2]

une depression	-2.7	0.64031	[-3, -2, -2, -2, -2, -3, -4, -3, -3, -3]

depressions	-2.2	0.6	[-2, -3, -3, -2, -2, -2, -3, -2, -2, -1]

depressif	-1.6	1.11355	[-2, -1, -1, -2, -1, -2, -3, 1, -3, -2]

depressively	-2.1	0.53852	[-3, -2, -3, -2, -2, -2, -2, -1, -2, -2]

depressives	-1.5	0.5	[-2, -1, -1, -2, -1, -1, -1, -2, -2, -2]

depresseur	-1.8	1.16619	[-2, -4, -3, 0, 0, -2, -2, -2, -1, -2]

depresseurs	-1.7	0.9	[-1, -1, -1, -2, -1, -2, -4, -2, -2, -1]

depressurisation	-0.3	0.78102	[1, 0, 0, -1, -1, 0, -2, 0, 0, 0]

depressurisations	-0.4	0.91652	[0, 0, 0, 0, 1, -2, -1, 0, -2, 0]

depressuriser	-0.5	0.80623	[0, 0, -2, 0, -2, 0, 0, 0, 0, -1]

depressurise	-0.3	0.64031	[0, 0, 0, 0, 0, 0, -1, 0, -2, 0]

depressurise	-0.3	0.64031	[0, 0, 0, 0, 0, 0, -1, 0, -2, 0]

depressurisation	-0.7	1.34536	[2, 0, -1, -1, -2, -2, 1, -2, 0, -2]

privation	-2.1	0.7	[-1, -2, -2, -2, -1, -3, -3, -3, -2, -2]

deprivals	-1.2	0.87178	[0, -1, -2, -1, 0, -2, -1, -1, -3, -1]

privation	-1.8	1.4	[-3, -2, -3, -2, -1, -2, -2, 2, -2, -3]

privations	-1.8	0.74833	[-1, -2, -3, -1, -2, -1, -2, -2, -3, -1]

priver	-2.1	0.7	[-3, -2, -1, -3, -1, -2, -2, -3, -2, -2]

prive	-2.1	0.7	[-2, -2, -2, -2, -2, -4, -2, -2, -1, -2]

depriver	-1.6	0.91652	[-1, -2, -1, -2, -1, -4, -2, -1, -1, -1]

deprivers	-1.4	0.66332	[-2, -1, -1, -3, -1, -1, -1, -1, -2, -1]

prive	-1.7	0.64031	[-2, -2, -1, -2, -1, -3, -2, -1, -1, -2]

privant	-2.0	0.0	[-2, -2, -2, -2, -2, -2, -2, -2, -2, -2]

derailler	-1.2	1.07703	[-1, 1, -1, -2, -1, -2, -1, -3, -2, 0]

deraille	-1.4	0.66332	[-1, -2, -2, 0, -1, -1, -2, -1, -2, -2]

deraille	-1.3	0.78102	[-2, -3, -1, -2, -1, -1, 0, -1, -1, -1]

railler	-1.1	1.22066	[-3, -2, -2, -1, -1, -1, 1, -2, -1, 1]

tourne en derision	-0.8	0.87178	[-2, -1, -2, 0, 0, -1, -1, -1, 1, -1]

ridiculise	-1.0	1.0	[-1, -2, -2, 0, 0, 1, -1, -2, -1, -2]

moquant	-1.5	0.80623	[-2, -2, 0, 0, -2, -1, -2, -2, -2, -2]

derision	-1.2	1.249	[-1, -2, -2, -2, -1, -1, 1, 1, -3, -2]

souhaitable	1.3	0.45826	[2, 1, 1, 1, 1, 1, 1, 2, 2, 1]

envie	1.7	0.78102	[1, 1, 2, 1, 3, 3, 1, 2, 2, 1]

voulu	1.1	1.04403	[1, 1, 0, 3, 1, 0, 1, 1, 3, 0]

desireux	1.3	0.64031	[1, 2, 1, 2, 2, 1, 2, 1, 0, 1]

desespoir	-1.3	1.9	[2, -1, -3, -1, -3, 1, -3, 1, -3, -3]

desesperait	-2.7	0.45826	[-2, -2, -3, -3, -3, -3, -3, -2, -3, -3]

despairer	-1.3	1.1	[-2, -2, -1, -3, -2, 1, -1, -1, 0, -2]

despairers	-1.3	1.00499	[-2, -1, -1, 1, -2, -1, -2, -1, -1, -3]

desespere	-2.3	0.64031	[-2, -1, -3, -2, -3, -2, -2, -2, -3, -3]

desespoir	-2.2	0.74833	[-2, -2, -2, -2, -4, -2, -3, -1, -2, -2]

desespoirs	-2.7	1.00499	[-3, -4, -1, -3, -4, -2, -1, -3, -3, -3]

desespere	-1.3	1.34536	[-2, -1, -2, 1, -1, -2, -3, -3, -1, 1]

desesperement	-1.6	1.11355	[-3, -3, -2, -1, -2, -1, -2, -2, -1, 1]

desperateness	-1.5	1.36015	[-1, -2, -2, -2, -3, -3, 1, -2, 1, -2]

desespoir	-2.0	1.0	[-2, -1, -1, -2, -3, -3, -1, -4, -1, -2]

desespoirs	-2.2	1.66132	[-1, -4, -2, -4, -4, -1, -1, -2, 1, -4]

mepriser	-1.4	1.35647	[-2, -3, -1, -2, -1, 1, -3, 1, -2, -2]

meprises	-1.7	1.48661	[-2, -1, -3, -2, -3, 1, -3, 1, -2, -3]

despisement	-2.4	0.91652	[-3, -3, -2, -1, -3, -1, -4, -2, -2, -3]

despisements	-2.5	1.0247	[-2, -2, -3, -2, 0, -3, -4, -3, -3, -3]

contempteur	-1.8	1.07703	[-2, -1, -3, 1, -2, -2, -3, -2, -2, -2]

contempteurs	-1.6	1.35647	[-3, -3, -1, -3, -2, -1, -1, 1, 0, -3]

dedaigne	-2.0	1.26491	[-3, -1, -3, 1, -2, -1, -3, -2, -3, -3]

meprisant	-2.7	0.9	[-4, -3, -3, -4, -1, -2, -3, -2, -2, -3]

decourage	-2.1	0.53852	[-2, -2, -2, -3, -2, -2, -1, -3, -2, -2]

detruire	-2.5	0.67082	[-2, -3, -3, -1, -3, -3, -3, -2, -2, -3]

detruit	-2.2	0.87178	[-1, -3, -3, -2, -1, -2, -1, -3, -3, -3]

destructeur	-2.0	0.89443	[-2, -3, -3, -3, -1, -2, -2, -2, 0, -2]

destroyers	-2.3	0.78102	[-1, -3, -3, -3, -2, -2, -3, -3, -1, -2]

detruire	-2.6	0.91652	[-2, -4, -4, -2, -1, -3, -2, -3, -2, -3]

detruit	-2.6	0.4899	[-3, -3, -3, -2, -2, -2, -3, -3, -2, -3]

destruct	-2.4	0.4899	[-3, -3, -3, -2, -2, -2, -3, -2, -2, -2]

Destructed	-1.9	1.04403	[-4, -1, -2, -2, -2, -1, -3, -2, 0, -2]

destructible	-1.8	1.07703	[-1, -2, -1, -1, -2, -3, -2, 0, -4, -2]

destructible	-1.5	1.11803	[-2, -2, -2, -1, 1, -1, -3, -1, -3, -1]

destructing	-2.5	0.67082	[-2, -3, -2, -3, -2, -2, -2, -3, -2, -4]

destruction	-2.7	0.9	[-4, -3, -4, -3, -2, -2, -3, -1, -2, -3]

destructionniste	-2.6	0.8	[-3, -4, -2, -2, -2, -3, -3, -1, -3, -3]

destructionnistes	-2.1	0.53852	[-3, -1, -2, -2, -3, -2, -2, -2, -2, -2]

destructions	-2.3	0.78102	[-3, -2, -2, -2, -1, -3, -4, -2, -2, -2]

destructeur	-3.0	0.63246	[-3, -4, -3, -2, -3, -3, -3, -2, -4, -3]

destructivement	-2.4	0.91652	[-2, -3, -1, -4, -2, -3, -3, -3, -1, -2]

destructivite	-2.4	0.91652	[-3, -3, -2, -4, -1, -2, -3, -2, -1, -3]

destructivite	-2.2	1.53623	[2, -3, -3, -4, -3, -2, -2, -2, -2, -3]

destructs	-2.4	0.91652	[-2, -1, -2, -4, -4, -2, -3, -2, -2, -2]

detache	-0.5	1.20416	[-1, 2, -1, -1, -2, 0, 1, -2, -1, 0]

detenir	-1.8	0.9798	[-3, -1, -2, -2, -4, -2, -1, -1, -1, -1]

detenu	-1.7	0.9	[-1, -1, -1, -1, -1, -2, -2, -2, -2, -4]

retenue	-1.5	0.67082	[-1, -2, -1, -2, -1, -1, -3, -2, -1, -1]

determinable	0.9	0.7	[2, 1, 1, 1, 0, 1, 2, 0, 0, 1]

determinableness	0.2	1.07703	[0, 0, 0, 1, 0, 1, -1, 2, -2, 1]

determinably	0.9	0.83066	[2, 0, 1, 1, 0, 1, 2, 2, 0, 0]

determinabilite	1.0	1.0	[0, 0, 0, 3, 1, 1, 2, 1, 0, 2]

determinant	0.2	0.6	[0, 1, -1, 0, 1, 1, 0, 0, 0, 0]

determinantale	-0.3	1.41774	[0, 0, 0, -4, 0, -1, 0, 0, 2, 0]

determine	0.8	0.87178	[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]

determinement	1.2	0.6	[1, 2, 0, 1, 1, 1, 2, 1, 2, 1]

determinabilite	1.1	0.9434	[1, 1, 1, 0, 0, 2, 3, 1, 0, 2]

determination	1.7	0.78102	[2, 3, 1, 1, 1, 2, 1, 1, 2, 3]

determinations	0.8	1.16619	[0, 3, 1, 0, 1, 3, 0, 0, 0, 0]

determinante	1.1	1.04403	[2, 0, 3, 2, 1, 1, 0, 0, 2, 0]

determinatifs	0.9	1.3	[2, 0, -2, 1, 2, 2, 2, 0, 0, 2]

determinateur	1.1	1.04403	[3, 0, 1, 0, 1, 0, 2, 2, 0, 2]

determine	1.4	1.35647	[-2, 1, 3, 2, 2, 2, 3, 1, 1, 1]

devaster	-3.1	0.9434	[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]

devaste	-3.0	0.89443	[-4, -3, -3, -4, -3, -1, -3, -4, -3, -2]

devaste	-2.8	0.9798	[-4, -3, -2, -4, -2, -1, -3, -4, -3, -2]

devastateur	-3.3	0.9	[-4, -3, -4, -4, -1, -4, -3, -3, -3, -4]

ravageuse	-2.4	1.28062	[-3, -4, -3, 0, -3, 0, -2, -3, -3, -3]

devastation	-1.8	2.13542	[-1, -1, -3, -3, -4, -3, -4, 2, 2, -3]

les ravages	-1.9	1.92094	[-3, -3, -2, -2, 1, -1, 2, -4, -4, -3]

devastative	-3.2	1.16619	[-4, -3, 0, -4, -4, -3, -3, -4, -3, -4]

Devastator	-2.8	0.74833	[-3, -3, -2, -2, -3, -2, -3, -4, -2, -4]

devastateurs	-2.9	1.22066	[-3, -2, -3, -4, -4, -4, 0, -3, -2, -4]

diable	-3.4	0.8	[-4, -3, -4, -4, -4, -4, -2, -3, -2, -4]

deviled	-1.6	1.0198	[-1, -2, 0, -4, -1, -2, -2, -2, -1, -1]

Devilfish	-0.8	1.07703	[-2, -3, -1, 0, 0, 0, 0, -2, 0, 0]

devilfishes	-0.6	1.0198	[-3, 0, -2, 0, 0, 0, 0, -1, 0, 0]

Deviling	-2.2	0.87178	[-1, -3, -1, -2, -3, -2, -2, -4, -2, -2]

diabolique	-2.1	1.04403	[-1, -2, -4, -1, -1, -2, -2, -4, -2, -2]

diaboliquement	-1.6	0.8	[-2, -2, -3, -1, -2, -2, 0, -2, -1, -1]

diablerie	-2.3	0.9	[-4, -1, -4, -2, -2, -2, -2, -2, -2, -2]

diablotin	-2.4	0.91652	[-3, -1, -2, -3, -2, -4, -2, -3, -3, -1]

devilled	-2.3	1.1	[-3, -1, -2, -3, 0, -4, -2, -3, -2, -3]

devilling	-1.8	1.249	[-3, -1, -1, -2, -2, -3, -4, -2, 0, 0]

diablerie	-1.9	0.9434	[-2, -1, -2, -1, -3, -2, -2, -1, -1, -4]

devilments	-1.1	0.7	[-2, -1, -2, -2, -1, 0, 0, -1, -1, -1]

diableries	-1.6	1.35647	[-1, -1, -2, -4, -3, 0, -2, 0, 0, -3]

malefice	-2.8	1.249	[-4, -3, 0, -2, -2, -2, -3, -4, -4, -4]

les diables	-2.7	0.9	[-3, -1, -3, -2, -2, -3, -4, -3, -2, -4]

diableries	-1.5	1.11803	[-1, -2, 1, -2, 0, -2, -2, -3, -2, -2]

diablerie	-2.8	1.32665	[-4, -4, -3, -3, -3, -3, 1, -3, -3, -3]

devilwood	-0.8	1.07703	[0, -1, -2, 0, 0, 0, 0, -3, -2, 0]

devilwoods	-1.0	0.7746	[-2, 0, -2, -1, -1, 0, -1, -2, 0, -1]

consacrer	1.4	1.28062	[3, 0, 2, -1, 0, 3, 2, 2, 1, 2]

devoue	1.7	1.34536	[2, -1, 3, 2, 1, 0, 1, 3, 3, 3]

devotement	1.6	1.35647	[1, 1, 2, 2, 3, 2, 2, -2, 2, 3]

devouements	2.0	1.0	[0, 3, 2, 1, 3, 2, 2, 3, 1, 3]

passionne	1.6	1.11355	[1, 3, 0, 2, 1, 2, 1, 1, 4, 1]

devots	0.5	1.0247	[0, 0, 3, 0, 0, 0, 2, 0, 0, 0]

devotement	1.5	1.36015	[2, -1, 3, 2, -1, 1, 2, 3, 2, 2]

devotements	1.1	1.04403	[0, 1, 0, 0, 0, 2, 2, 2, 3, 1]

devoue	1.6	0.91652	[2, 3, 0, 2, 2, 3, 1, 1, 1, 1]

consacrant	2.1	0.7	[2, 2, 3, 1, 2, 3, 2, 3, 1, 2]

devouement	2.0	1.0	[2, 0, 1, 2, 4, 3, 2, 2, 2, 2]

religieux	1.2	1.16619	[0, 1, 0, 2, 2, 1, 0, 0, 3, 3]

devotionally	2.2	0.4	[2, 2, 2, 3, 2, 3, 2, 2, 2, 2]

devotions	1.2	1.07703	[3, 1, 1, 0, -1, 2, 2, 2, 1, 1]

devotions	1.8	0.74833	[2, 3, 1, 2, 1, 3, 1, 2, 1, 2]

diamant	1.4	1.42829	[0, 0, 2, 0, 1, 3, 1, 3, 0, 4]

queue	-2.3	1.18743	[-2, -3, -4, -2, 0, -4, -2, -1, -3, -2]

DICKHEAD	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]

mourir	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]

decedes	-2.6	1.28062	[-3, -1, -3, -4, -2, -4, -3, -4, -2, 0]

difficile	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -1, -2]

des difficultes	-1.2	0.4	[-1, -2, -1, -1, -1, -2, -1, -1, -1, -1]

difficulte	-1.7	0.45826	[-1, -2, -1, -2, -2, -1, -2, -2, -2, -2]

difficulte	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -2, -1, -1]

timide	-1.0	0.44721	[-1, -1, -1, -1, -1, 0, -2, -1, -1, -1]

digne	2.2	0.6	[1, 2, 2, 2, 3, 3, 3, 2, 2, 2]

rend digne	2.0	0.7746	[1, 3, 2, 2, 3, 3, 2, 2, 1, 1]

honorer	1.8	0.74833	[1, 2, 2, 1, 3, 3, 1, 2, 2, 1]

dignifiant	2.1	1.04403	[1, 1, 1, 3, 1, 4, 2, 3, 2, 3]

dignitaires	0.6	0.91652	[0, 0, 1, 0, 0, 0, 3, 0, 1, 1]

dignitaire	1.9	1.3	[0, 3, 4, 2, 3, 1, 1, 3, 0, 2]

dignites	1.4	0.66332	[1, 2, 1, 1, 3, 2, 1, 1, 1, 1]

dignite	1.7	0.9	[0, 3, 2, 1, 2, 1, 2, 3, 1, 2]

dilemme	-0.7	1.48661	[2, -1, -2, -2, -1, -1, 2, 0, -2, -2]

dipshit	-2.1	0.7	[-1, -2, -2, -3, -2, -3, -3, -2, -2, -1]

terrible	-2.0	1.26491	[-2, -3, -3, -2, -3, -1, -1, 1, -3, -3]

direful	-3.1	0.83066	[-3, -3, -3, -3, -4, -1, -4, -3, -4, -3]

salete	-1.4	0.91652	[-1, -1, -1, 0, -3, -1, -1, -2, -3, -1]

plus sale	-1.4	0.4899	[-2, -1, -1, -2, -1, -2, -1, -1, -2, -1]

le plus sale	-2.4	1.0198	[-4, -3, -2, -1, -2, -3, -1, -2, -4, -2]

sale	-1.9	0.83066	[-2, -1, -1, -1, -2, -2, -1, -3, -3, -3]

desactiver	-2.1	0.53852	[-2, -1, -3, -3, -2, -2, -2, -2, -2, -2]

desavantage	-1.8	0.4	[-2, -2, -1, -2, -2, -1, -2, -2, -2, -2]

defavorise	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]

desavantageux	-1.8	0.74833	[-1, -2, -2, -1, -3, -1, -1, -2, -3, -2]

desavantageuse	-2.1	0.83066	[-2, -4, -1, -2, -1, -2, -2, -2, -3, -2]

disadvantageousness	-1.6	0.66332	[-1, -1, -3, -2, -1, -1, -2, -1, -2, -2]

desavantages	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]

être en desaccord	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]

desagreable	-1.7	0.64031	[-1, -2, -1, -1, -1, -2, -2, -2, -3, -2]

desagrement	-1.7	0.64031	[-1, -1, -2, -2, -1, -2, -3, -1, -2, -2]

disagreeablenesses	-1.9	0.9434	[-2, 0, -3, -1, -2, -3, -2, -1, -3, -2]

desagreablement	-1.5	0.67082	[-3, -2, -1, -1, -1, -2, -1, -2, -1, -1]

en desaccord	-1.3	0.64031	[-1, -2, -1, -1, -2, 0, -1, -2, -1, -2]

en desaccord	-1.4	0.8	[-1, 0, -1, -2, -2, -1, -3, -1, -1, -2]

desaccord	-1.5	0.67082	[-2, -1, -1, -1, -1, -1, -1, -3, -2, -2]

desaccords	-1.8	0.6	[-2, -3, -1, -2, -2, -1, -2, -2, -1, -2]

desapprouve	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -2, -1, -2]

disparaître	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]

disparu	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]

disparait	-1.4	0.8	[-2, -2, 0, 0, -2, -1, -2, -1, -2, -2]

decevoir	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]

deçu	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -2, -3, -3]

desappointe	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -1, -2, -2, -1]

decevant	-2.2	0.6	[-1, -2, -2, -3, -3, -2, -2, -2, -3, -2]

decevant	-1.9	0.7	[-2, -1, -1, -3, -2, -3, -2, -2, -1, -2]

deception	-2.3	1.00499	[-3, -1, -4, -1, -3, -1, -3, -2, -2, -3]

deceptions	-2.0	1.09545	[-1, -2, -4, -3, -2, -2, -3, 0, -2, -1]

deçoit	-1.6	0.4899	[-2, -1, -1, -1, -2, -1, -2, -2, -2, -2]

catastrophe	-3.1	0.83066	[-2, -4, -4, -3, -3, -2, -4, -3, -2, -4]

catastrophes	-2.6	0.8	[-2, -2, -3, -1, -3, -3, -2, -4, -3, -3]

catastrophique	-2.9	0.53852	[-2, -2, -3, -3, -3, -3, -4, -3, -3, -3]

ne pas croire	-1.2	0.87178	[-1, -2, -1, -2, -1, 0, 0, -1, -3, -1]

Jeter	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -1, -1, -2, -1]

mis au rebut	-1.4	0.91652	[-1, -1, -1, -1, 0, -1, -2, -3, -3, -1]

defausse	-0.7	0.45826	[-1, 0, -1, -1, -1, 0, -1, 0, -1, -1]

les rejets	-1.0	0.63246	[0, -1, -1, -1, -2, 0, -2, -1, -1, -1]

malaise	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]

discomfortable	-1.6	0.8	[-1, -1, -1, -2, -3, -1, -2, -1, -3, -1]

discomforted	-1.6	0.8	[-1, -1, -1, -2, -3, -3, -1, -1, -1, -2]

discomforting	-1.6	1.11355	[-1, -2, -1, -1, -2, 1, -3, -2, -3, -2]

inconforts	-1.3	0.9	[-2, -1, -2, -1, -1, -2, -2, -1, 1, -2]

inconsolable	-2.3	0.78102	[-1, -2, -2, -3, -2, -2, -2, -4, -3, -2]

disconsolation	-1.7	0.45826	[-2, -2, -1, -2, -1, -1, -2, -2, -2, -2]

mecontent	-1.8	0.9798	[-1, -3, -1, -2, -4, -2, -1, -2, -1, -1]

discorde	-1.7	0.64031	[-3, -2, -2, -2, -2, -1, -1, -1, -1, -2]

à prix reduit	0.2	1.249	[-1, 0, 3, -1, 0, 1, 1, 1, -1, -1]

decourager	-1.8	0.6	[-2, -2, -1, -2, -1, -1, -2, -2, -3, -2]

discourageable	-1.2	0.9798	[-1, -2, -1, 1, -1, -1, -1, -2, -3, -1]

decourage	-1.7	0.45826	[-2, -1, -2, -2, -2, -2, -1, -1, -2, -2]

decouragement	-2.0	0.89443	[-4, -1, -2, -2, -1, -1, -3, -2, -2, -2]

decouragements	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -1, -2, -2]

discourager	-1.7	0.78102	[-2, -1, -3, -2, -1, -3, -1, -2, -1, -1]

discouragers	-1.9	0.53852	[-2, -2, -2, -2, -1, -1, -3, -2, -2, -2]

dissuade	-1.9	0.53852	[-2, -1, -2, -2, -2, -2, -1, -3, -2, -2]

decourageant	-1.9	0.7	[-2, -2, -2, -3, -1, -1, -2, -1, -2, -3]

decourageante	-1.8	0.87178	[-2, -1, -3, -1, -1, -3, -2, -1, -3, -1]

discredite	-1.9	0.53852	[-2, -2, -2, -2, -1, -3, -1, -2, -2, -2]

mepris	-2.1	0.3	[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]

disgrâce	-2.2	0.74833	[-2, -4, -1, -2, -2, -2, -2, -3, -2, -2]

disgracie	-2.0	0.44721	[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]

deguisement	-1.0	1.09545	[-2, -1, 0, 0, 0, 0, -3, -2, -2, 0]

deguise	-1.1	1.04403	[-3, 0, 0, -1, -1, 0, -3, -1, -1, -1]

deguise	-1.0	0.63246	[-2, 0, 0, -1, -1, -1, -2, -1, -1, -1]

deguisant	-1.3	0.78102	[0, -2, -1, -1, -1, -2, -1, -1, -3, -1]

degoûter	-2.9	0.7	[-3, -3, -4, -2, -3, -3, -4, -2, -3, -2]

degoûte	-2.4	0.91652	[-4, -3, -3, -1, -3, -1, -2, -2, -2, -3]

disgustedly	-3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]

degoûtante	-2.6	0.4899	[-3, -3, -2, -2, -2, -2, -3, -3, -3, -3]

repugnant	-2.4	1.11355	[-3, -2, -3, -4, -1, -3, -1, -4, -1, -2]

degoûtante	-2.9	0.7	[-3, -3, -4, -3, -3, -2, -2, -4, -2, -3]

degoûts	-2.1	0.53852	[-2, -2, -3, -2, -2, -2, -2, -3, -1, -2]

decourager	-2.0	0.63246	[-3, -1, -2, -3, -2, -2, -1, -2, -2, -2]

decouragee	-2.2	0.74833	[-2, -2, -2, -1, -2, -2, -4, -3, -2, -2]

decourageante	-1.8	1.32665	[-2, -2, -2, -3, -2, 2, -2, -2, -3, -2]

decourageant	-2.0	0.63246	[-2, -3, -2, -1, -2, -2, -2, -3, -2, -1]

decouragement	-2.3	0.45826	[-3, -2, -3, -2, -2, -2, -2, -3, -2, -2]

disheartenments	-2.2	0.87178	[-2, -3, -3, -3, -3, -1, -1, -1, -2, -3]

demoralise	-2.2	0.4	[-3, -2, -2, -2, -3, -2, -2, -2, -2, -2]

malhonnête	-2.7	0.9	[-3, -2, -1, -4, -3, -2, -4, -3, -3, -2]

desillusion	-1.0	1.18322	[-2, 0, -2, -1, -2, 1, -2, -1, 1, -2]

desabuse	-1.9	0.7	[-2, -2, -3, -2, -3, -1, -1, -1, -2, -2]

desillusionner	-1.3	1.00499	[-2, -2, 1, -2, 0, -2, -2, -1, -1, -2]

desillusion	-1.7	0.78102	[-1, -3, -2, -3, -1, -2, -2, -1, -1, -1]

desenchantements	-1.5	1.0247	[-2, 1, -3, -2, -1, -1, -2, -1, -2, -2]

desenchantements	-1.6	0.4899	[-2, -2, -2, -1, -1, -1, -2, -2, -1, -2]

peu enclin	-1.1	0.53852	[0, -1, -1, -1, -1, -1, -1, -2, -2, -1]

decousu	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]

Ne pas aimer	-1.6	0.4899	[-2, -1, -1, -2, -2, -1, -2, -1, -2, -2]

detestee	-1.7	0.64031	[-2, -3, -2, -1, -1, -1, -2, -2, -1, -2]

degoûts	-1.7	0.78102	[-2, -2, -1, -1, -2, -1, -3, -3, -1, -1]

detestant	-1.3	0.45826	[-1, -1, -2, -2, -2, -1, -1, -1, -1, -1]

lugubre	-3.0	1.0	[-2, -1, -4, -4, -3, -2, -3, -4, -4, -3]

consternation	-1.8	0.87178	[-3, -1, -1, -3, -1, -1, -3, -1, -2, -2]

consterne	-1.9	0.9434	[-1, -2, -1, -3, -4, -1, -2, -2, -1, -2]

consternants	-2.2	0.9798	[-2, -3, -2, -3, -3, 0, -2, -1, -3, -3]

consternant	-1.9	0.83066	[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]

frayeurs	-1.8	1.07703	[-1, -1, -4, -3, -2, -1, -2, 0, -2, -2]

desordre	-1.7	0.64031	[-2, -1, -1, -2, -2, -1, -3, -1, -2, -2]

inorganise	-1.2	0.4	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -1]

desoriente	-1.5	0.67082	[-2, -2, -1, 0, -1, -2, -2, -1, -2, -2]

denigrer	-2.0	0.44721	[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]

decrie	-1.4	0.8	[-1, -2, -2, -3, -1, -1, -1, -2, 0, -1]

denigre	-1.6	0.8	[-1, -2, -3, -2, -1, -1, -2, -2, 0, -2]

desobligeant	-2.2	0.6	[-3, -1, -2, -2, -2, -3, -3, -2, -2, -2]

mecontent	-1.9	0.7	[-3, -2, -1, -1, -3, -2, -2, -1, -2, -2]

contestation	-1.7	0.78102	[-1, -3, -1, -1, -2, -1, -2, -2, -3, -1]

conteste	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -1, -1, -2]

des disputes	-1.1	1.64012	[-2, -2, -2, 2, -3, -1, -2, 2, -1, -2]

disputant	-1.7	0.64031	[-2, -2, -2, -2, -1, -1, -3, -1, -1, -2]

disqualifie	-1.8	0.6	[-1, -2, -1, -2, -1, -2, -2, -3, -2, -2]

inquietude	-1.3	0.9	[-1, -2, -2, -1, -1, -1, 1, -2, -2, -2]

mepris	-1.1	0.53852	[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]

ignore	-1.6	0.4899	[-1, -1, -2, -2, -2, -2, -1, -2, -1, -2]

